Unnamed: 0,SYMBOL,NAME OF COMPANY,Industry,SECTOR
403,DATAMATICS.NS,Datamatics Global Services Limited,Information Technology,Information Technology
404,DATAPATTNS.NS,Data Patterns (India) Limited,Capital Goods,Capital Goods
405,DAVANGERE.NS,Davangere Sugar Company Limited,Others,Others
406,DBCORP.NS,D.B.Corp Limited,Media Entertainment & Publication,Media Entertainment & Publication
407,DBL.NS,Dilip Buildcon Limited,Construction,Construction
408,DBOL.NS,Dhampur Bio Organics Limited,Others,Others
409,DBREALTY.NS,Valor Estate Limited,Realty,Realty
410,DBSTOCKBRO.NS,DB (International) Stock Brokers Limited,Others,Others
411,DCAL.NS,Dishman Carbogen Amcis Limited,Healthcare,Healthcare
412,DCBBANK.NS,DCB Bank Limited,Financial Services,Financial Services
413,DCI.NS,Dc Infotech And Communication Limited,Others,Others
414,DCM.NS,DCM  Limited,Others,Others
415,DCMFINSERV.NS,DCM Financial Services Limited,Others,Others
416,DCMNVL.NS,DCM Nouvelle Limited,Others,Others
417,DCMSHRIRAM.NS,DCM Shriram Limited,Diversified,Diversified
418,DCMSRIND.NS,DCM Shriram Industries Limited,Others,Others
419,DCW.NS,DCW Limited,Others,Others
420,DCXINDIA.NS,DCX Systems Limited,Capital Goods,Capital Goods
421,DECCANCE.NS,Deccan Cements Limited,Others,Others
422,DEEDEV.NS,DEE Development Engineers Limited,Others,Others
423,DEEPAKFERT.NS,Deepak Fertilizers and Petrochemicals Corporation Limited,Chemicals,Chemicals
424,DEEPAKNTR.NS,Deepak Nitrite Limited,Chemicals,Chemicals
425,DEEPENR.NS,DEEP ENERGY RESOURCES LIMITED,Others,Others
426,DEEPINDS.NS,Deep Industries Limited,Others,Others
427,DELHIVERY.NS,Delhivery Limited,Services,Services
428,DELPHIFX.NS,DELPHI WORLD MONEY LIMITED,Others,Others
429,DELTACORP.NS,Delta Corp Limited,Consumer Services,Consumer Services
430,DELTAMAGNT.NS,Delta Manufacturing Limited,Others,Others
431,DEN.NS,Den Networks Limited,Media Entertainment & Publication,Media Entertainment & Publication
432,DENORA.NS,De Nora India Limited,Others,Others
433,DEVIT.NS,Dev Information Technology Limited,Others,Others
434,DEVYANI.NS,Devyani International Limited,Consumer Services,Consumer Services
435,DGCONTENT.NS,Digicontent Limited,Others,Others
436,DHAMPURSUG.NS,Dhampur Sugar Mills Limited,Others,Others
437,DHANBANK.NS,Dhanlaxmi Bank Limited,Others,Others
438,DHANI.NS,Dhani Services Limited,Financial Services,Financial Services
439,DHANUKA.NS,Dhanuka Agritech Limited,Chemicals,Chemicals
440,DHARMAJ.NS,Dharmaj Crop Guard Limited,Others,Others
441,DHRUV.NS,Dhruv Consultancy Services Limited,Others,Others
442,DHUNINV.NS,Dhunseri Investments Limited,Others,Others
443,DIACABS.NS,Diamond Power Infrastructure Limited,Others,Others
444,DIAMINESQ.NS,Diamines & Chemicals Limited,Others,Others
445,DIAMONDYD.NS,Prataap Snacks Limited,Others,Others
446,DICIND.NS,DIC India Limited,Others,Others
447,DIGIDRIVE.NS,Digidrive Distributors Limited,Others,Others
448,DIGISPICE.NS,DiGiSPICE Technologies Limited,Others,Others
449,DIGJAMLMTD.NS,Digjam Limited,Others,Others
450,DIL.NS,Debock Industries Limited,Others,Others
451,DISHTV.NS,Dish TV India Limited,Media Entertainment & Publication,Media Entertainment & Publication
452,DIVGIITTS.NS,Divgi Torqtransfer Systems Limited,Others,Others
453,DIVISLAB.NS,Divi's Laboratories Limited,Healthcare,Healthcare
454,DIXON.NS,Dixon Technologies (India) Limited,Consumer Durables,Consumer Durables
455,DJML.NS,DJ Mediaprint & Logistics Limited,Others,Others
456,DLF.NS,DLF Limited,Realty,Realty
457,DLINKINDIA.NS,D-Link (India) Limited,Others,Others
458,DMART.NS,Avenue Supermarts Limited,Consumer Services,Consumer Services
459,DMCC.NS,DMCC SPECIALITY CHEMICALS LIMITED,Others,Others
460,DNAMEDIA.NS,Diligent Media Corporation Limited,Others,Others
461,DODLA.NS,Dodla Dairy Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods
462,DOLATALGO.NS,Dolat Algotech Limited,Others,Others
463,DOLLAR.NS,Dollar Industries Limited,Others,Others
464,DOLPHIN.NS,Dolphin Offshore Enterprises (India) Limited,Others,Others
465,DOMS.NS,DOMS Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods
466,DONEAR.NS,Donear Industries Limited,Others,Others
467,DPABHUSHAN.NS,D. P. Abhushan Limited,Others,Others
468,DPSCLTD.NS,DPSC Limited,Others,Others
469,DPWIRES.NS,D P Wires Limited,Others,Others
470,DRCSYSTEMS.NS,DRC Systems India Limited,Others,Others
471,DREAMFOLKS.NS,Dreamfolks Services Limited,Services,Services
472,DREDGECORP.NS,Dredging Corporation of India Limited,Others,Others
473,DRREDDY.NS,Dr. Reddy's Laboratories Limited,Healthcare,Healthcare
474,DSSL.NS,Dynacons Systems & Solutions Limited,Others,Others
475,DTIL.NS,Dhunseri Tea & Industries Limited,Others,Others
476,DUCON.NS,Ducon Infratechnologies Limited,Others,Others
477,DVL.NS,Dhunseri Ventures Limited,Others,Others
478,DWARKESH.NS,Dwarikesh Sugar Industries Limited,Others,Others
479,DYCL.NS,Dynamic Cables Limited,Others,Others
480,DYNAMATECH.NS,Dynamatic Technologies Limited,Others,Others
481,DYNPRO.NS,Dynemic Products Limited,Others,Others
482,E2E.NS,E2E Networks Limited,Others,Others
483,EASEMYTRIP.NS,Easy Trip Planners Limited,Consumer Services,Consumer Services
484,ECLERX.NS,eClerx Services Limited,Services,Services
485,EDELWEISS.NS,Edelweiss Financial Services Limited,Financial Services,Financial Services
486,EICHERMOT.NS,Eicher Motors Limited,Automobile and Auto Components,Automobile and Auto Components
487,EIDPARRY.NS,EID Parry India Limited,Chemicals,Chemicals
488,EIFFL.NS,Euro India Fresh Foods Limited,Others,Others
489,EIHAHOTELS.NS,EIH Associated Hotels Limited,Others,Others
490,EIHOTEL.NS,EIH Limited,Consumer Services,Consumer Services
491,EIMCOELECO.NS,Eimco Elecon (India) Limited,Others,Others
492,EKC.NS,Everest Kanto Cylinder Limited,Others,Others
493,ELDEHSG.NS,Eldeco Housing And Industries Limited,Others,Others
494,ELECON.NS,Elecon Engineering Company Limited,Capital Goods,Capital Goods
495,ELECTCAST.NS,Electrosteel Castings Limited,Capital Goods,Capital Goods
496,ELECTHERM.NS,Electrotherm (India) Limited,Others,Others
497,ELGIEQUIP.NS,Elgi Equipments Limited,Capital Goods,Capital Goods
498,ELGIRUBCO.NS,Elgi Rubber Company Limited,Others,Others
499,ELIN.NS,Elin Electronics Limited,Others,Others
500,EMAMILTD.NS,Emami Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods
501,EMAMIPAP.NS,Emami Paper Mills Limited,Others,Others
502,EMAMIREAL.NS,Emami Realty Limited,Others,Others
503,EMBDL.NS,Equinox India Developments Limited,Realty,Realty
504,EMCURE.NS,Emcure Pharmaceuticals Limited,Others,Others
505,EMIL.NS,Electronics Mart India Limited,Consumer Services,Consumer Services
506,EMKAY.NS,Emkay Global Financial Services Limited,Others,Others
507,EMMBI.NS,Emmbi Industries Limited,Others,Others
508,EMSLIMITED.NS,EMS Limited,Others,Others
509,EMUDHRA.NS,eMudhra Limited,Information Technology,Information Technology
510,ENDURANCE.NS,Endurance Technologies Limited,Automobile and Auto Components,Automobile and Auto Components
511,ENERGYDEV.NS,Energy Development Company Limited,Others,Others
512,ENGINERSIN.NS,Engineers India Limited,Construction,Construction
513,ENIL.NS,Entertainment Network (India) Limited,Others,Others
514,ENTERO.NS,Entero Healthcare Solutions Limited,Others,Others
515,EPACK.NS,EPACK Durable Limited,Others,Others
516,EPIGRAL.NS,Epigral Limited,Chemicals,Chemicals
517,EPL.NS,EPL Limited,Capital Goods,Capital Goods
518,EQUIPPP.NS,Equippp Social Impact Technologies Limited,Others,Others
519,EQUITASBNK.NS,Equitas Small Finance Bank Limited,Financial Services,Financial Services
520,ERIS.NS,Eris Lifesciences Limited,Healthcare,Healthcare
521,EROSMEDIA.NS,Eros International Media Limited,Others,Others
522,ESABINDIA.NS,Esab India Limited,Others,Others
523,ESAFSFB.NS,ESAF Small Finance Bank Limited,Financial Services,Financial Services
524,ESCORTS.NS,Escorts Kubota Limited,Capital Goods,Capital Goods
525,ESSARSHPNG.NS,Essar Shipping Limited,Others,Others
526,ESSENTIA.NS,Integra Essentia Limited,Others,Others
527,ESTER.NS,Ester Industries Limited,Others,Others
528,ETHOSLTD.NS,Ethos Limited,Consumer Durables,Consumer Durables
529,EUROTEXIND.NS,Eurotex Industries and Exports Limited,Others,Others
530,EVEREADY.NS,Eveready Industries India Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods
531,EVERESTIND.NS,Everest Industries Limited,Others,Others
532,EXCEL.NS,Excel Realty N Infra Limited,Others,Others
533,EXCELINDUS.NS,Excel Industries Limited,Others,Others
534,EXICOM.NS,Exicom Tele-Systems Limited,Others,Others
535,EXIDEIND.NS,Exide Industries Limited,Automobile and Auto Components,Automobile and Auto Components
536,EXPLEOSOL.NS,Expleo Solutions Limited,Others,Others
537,EXXARO.NS,Exxaro Tiles Limited,Others,Others
538,FACT.NS,Fertilizers and Chemicals Travancore Limited,Chemicals,Chemicals
539,FAIRCHEMOR.NS,Fairchem Organics Limited,Others,Others
540,FAZE3Q.NS,Faze Three Limited,Others,Others
541,FCL.NS,Fineotex Chemical Limited,Chemicals,Chemicals
542,FCSSOFT.NS,FCS Software Solutions Limited,Others,Others
543,FDC.NS,FDC Limited,Healthcare,Healthcare
544,FEDERALBNK.NS,The Federal Bank  Limited,Financial Services,Financial Services
545,FEDFINA.NS,Fedbank Financial Services Limited,Financial Services,Financial Services
546,FEL.NS,Future Enterprises Limited,Others,Others
547,FELDVR.NS,Future Enterprises Limited,Others,Others
548,FIBERWEB.NS,Fiberweb (India) Limited,Others,Others
549,FIEMIND.NS,Fiem Industries Limited,Automobile and Auto Components,Automobile and Auto Components
550,FILATEX.NS,Filatex India Limited,Others,Others
551,FILATFASH.NS,Filatex Fashions Limited,Others,Others
552,FINCABLES.NS,Finolex Cables Limited,Capital Goods,Capital Goods
553,FINEORG.NS,Fine Organic Industries Limited,Chemicals,Chemicals
554,FINOPB.NS,Fino Payments Bank Limited,Others,Others
555,FINPIPE.NS,Finolex Industries Limited,Capital Goods,Capital Goods
556,FIRSTCRY.NS,Brainbees Solutions Limited,Others,Others
557,FIVESTAR.NS,Five-Star Business Finance Limited,Financial Services,Financial Services
558,FLAIR.NS,Flair Writing Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods
559,FLEXITUFF.NS,Flexituff Ventures International Limited,Others,Others
560,FLFL.NS,Future Lifestyle Fashions Limited,Others,Others
561,FLUOROCHEM.NS,Gujarat Fluorochemicals Limited,Chemicals,Chemicals
562,FMGOETZE.NS,Federal-Mogul Goetze (India) Limited.,Others,Others
563,FMNL.NS,Future Market Networks Limited,Others,Others
564,FOCUS.NS,Focus Lighting and Fixtures Limited,Others,Others
565,FOODSIN.NS,Foods & Inns Limited,Others,Others
566,FORCEMOT.NS,FORCE MOTORS LTD,Others,Others
567,FORTIS.NS,Fortis Healthcare Limited,Healthcare,Healthcare
568,FOSECOIND.NS,Foseco India Limited,Others,Others
569,FSC.NS,Future Supply Chain Solutions Limited,Others,Others
570,FSL.NS,Firstsource Solutions Limited,Services,Services
571,FUSION.NS,Fusion Micro Finance Limited,Financial Services,Financial Services
572,GABRIEL.NS,Gabriel India Limited,Automobile and Auto Components,Automobile and Auto Components
573,GAEL.NS,Gujarat Ambuja Exports Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods
574,GAIL.NS,GAIL (India) Limited,Oil Gas & Consumable Fuels,Oil Gas & Consumable Fuels
575,GALAXYSURF.NS,Galaxy Surfactants Limited,Chemicals,Chemicals
576,GALLANTT.NS,Gallantt Ispat Limited,Others,Others
577,GANDHAR.NS,Gandhar Oil Refinery (India) Limited,Others,Others
578,GANDHITUBE.NS,Gandhi Special Tubes Limited,Others,Others
579,GANECOS.NS,Ganesha Ecosphere Limited,Others,Others
580,GANESHBE.NS,Ganesh Benzoplast Limited,Others,Others
581,GANESHHOUC.NS,Ganesh Housing Corporation Limited,Realty,Realty
582,GANGAFORGE.NS,Ganga Forging Limited,Others,Others
583,GANGESSECU.NS,Ganges Securities Limited,Others,Others
584,GARFIBRES.NS,Garware Technical Fibres Limited,Others,Others
585,GATECH.NS,GACM Technologies Limited,Others,Others
586,GATECHDVR.NS,GACM Technologies Limited,Others,Others
587,GATEWAY.NS,Gateway Distriparks Limited,Services,Services
588,GEECEE.NS,GeeCee Ventures Limited,Others,Others
589,GEEKAYWIRE.NS,Geekay Wires Limited,Others,Others
590,GENCON.NS,Generic Engineering Construction and Projects Limited,Others,Others
591,GENESYS.NS,Genesys International Corporation Limited,Others,Others
592,GENSOL.NS,Gensol Engineering Limited,Others,Others
593,GENUSPAPER.NS,Genus Paper & Boards Limited,Others,Others
594,GENUSPOWER.NS,Genus Power Infrastructures Limited,Others,Others
595,GEOJITFSL.NS,Geojit Financial Services Limited,Others,Others
596,GEPIL.NS,GE Power India Limited,Others,Others
597,GESHIP.NS,The Great Eastern Shipping Company Limited,Services,Services
598,GET&D.NS,GE T&D India Limited,Others,Others
599,GFLLIMITED.NS,GFL Limited,Others,Others
600,GHCL.NS,GHCL Limited,Chemicals,Chemicals
601,GHCLTEXTIL.NS,GHCL Textiles Limited,Others,Others
602,GICHSGFIN.NS,GIC Housing Finance Limited,Others,Others
603,GICRE.NS,General Insurance Corporation of India,Financial Services,Financial Services
604,GILLANDERS.NS,Gillanders Arbuthnot & Company Limited,Others,Others
605,GILLETTE.NS,Gillette India Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods
606,GINNIFILA.NS,Ginni Filaments Limited,Others,Others
607,GIPCL.NS,Gujarat Industries Power Company Limited,Others,Others
608,GKWLIMITED.NS,GKW Limited,Others,Others
609,GLAND.NS,Gland Pharma Limited,Healthcare,Healthcare
610,GLAXO.NS,GlaxoSmithKline Pharmaceuticals Limited,Healthcare,Healthcare
611,GLENMARK.NS,Glenmark Pharmaceuticals Limited,Healthcare,Healthcare
612,GLFL.NS,Gujarat Lease Financing Limited,Others,Others
613,GLOBAL.NS,Global Education Limited,Others,Others
614,GLOBALE.NS,Globale Tessile Limited,Others,Others
615,GLOBALVECT.NS,Global Vectra Helicorp Limited,Others,Others
616,GLOBE.NS,Globe Textiles (India) Limited,Others,Others
617,GLOBUSSPR.NS,Globus Spirits Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods
618,GLOSTERLTD.NS,Gloster Limited,Others,Others
619,GLS.NS,Glenmark Life Sciences Limited,Healthcare,Healthcare
620,GMBREW.NS,GM Breweries Limited,Others,Others
621,GMDCLTD.NS,Gujarat Mineral Development Corporation Limited,Metals & Mining,Metals & Mining
622,GMMPFAUDLR.NS,GMM Pfaudler Limited,Capital Goods,Capital Goods
623,GMRINFRA.NS,GMR Airports Infrastructure Limited,Services,Services
624,GMRP&UI.NS,GMR Power and Urban Infra Limited,Others,Others
625,GNA.NS,GNA Axles Limited,Others,Others
626,GNFC.NS,Gujarat Narmada Valley Fertilizers and Chemicals Limited,Chemicals,Chemicals
627,GOACARBON.NS,Goa Carbon Limited,Others,Others
628,GOCLCORP.NS,GOCL Corporation Limited,Others,Others
629,GOCOLORS.NS,Go Fashion (India) Limited,Consumer Services,Consumer Services
630,GODFRYPHLP.NS,Godfrey Phillips India Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods
631,GODHA.NS,Godha Cabcon & Insulation Limited,Others,Others
632,GODIGIT.NS,Go Digit General Insurance Limited,Others,Others
633,GODREJAGRO.NS,Godrej Agrovet Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods
634,GODREJCP.NS,Godrej Consumer Products Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods
635,GODREJIND.NS,Godrej Industries Limited,Diversified,Diversified
636,GODREJPROP.NS,Godrej Properties Limited,Realty,Realty
637,GOENKA.NS,Goenka Diamond and Jewels Limited,Others,Others
638,GOKEX.NS,Gokaldas Exports Limited,Textiles,Textiles
639,GOKUL.NS,Gokul Refoils and Solvent Limited,Others,Others
640,GOKULAGRO.NS,Gokul Agro Resources Limited,Others,Others
641,GOLDENTOBC.NS,Golden Tobacco Limited,Others,Others
642,GOLDIAM.NS,Goldiam International Limited,Others,Others
643,GOLDTECH.NS,AION-TECH SOLUTIONS LIMITED,Others,Others
644,GOODLUCK.NS,Goodluck India Limited,Others,Others
645,GOPAL.NS,Gopal Snacks Limited,Others,Others
646,GOYALALUM.NS,Goyal Aluminiums Limited,Others,Others
647,GPIL.NS,Godawari Power And Ispat limited,Capital Goods,Capital Goods
648,GPPL.NS,Gujarat Pipavav Port Limited,Services,Services
649,GPTHEALTH.NS,GPT Healthcare Limited,Others,Others
650,GPTINFRA.NS,GPT Infraprojects Limited,Others,Others
651,GRANULES.NS,Granules India Limited,Healthcare,Healthcare
652,GRAPHITE.NS,Graphite India Limited,Capital Goods,Capital Goods
653,GRASIM.NS,Grasim Industries Limited,Construction Materials,Construction Materials
654,GRAVITA.NS,Gravita India Limited,Metals & Mining,Metals & Mining
655,GREAVESCOT.NS,Greaves Cotton Limited,Capital Goods,Capital Goods
656,GREEN-RE1.NS,Orient Green Power Co Ltd-RE,Others,Others
657,GREENLAM.NS,Greenlam Industries Limited,Others,Others
658,GREENPANEL.NS,Greenpanel Industries Limited,Consumer Durables,Consumer Durables
659,GREENPLY.NS,Greenply Industries Limited,Consumer Durables,Consumer Durables
660,GREENPOWER.NS,Orient Green Power Company Limited,Others,Others
661,GRINDWELL.NS,Grindwell Norton Limited,Capital Goods,Capital Goods
662,GRINFRA.NS,G R Infraprojects Limited,Construction,Construction
663,GRMOVER.NS,GRM Overseas Limited,Others,Others
664,GROBTEA.NS,The Grob Tea Company Limited,Others,Others
665,GRPLTD.NS,GRP Limited,Others,Others
666,GRSE.NS,Garden Reach Shipbuilders & Engineers Limited,Capital Goods,Capital Goods
667,GRWRHITECH.NS,Garware Hi-Tech Films Limited,Capital Goods,Capital Goods
668,GSFC.NS,Gujarat State Fertilizers & Chemicals Limited,Chemicals,Chemicals
669,GSLSU.NS,Global Surfaces Limited,Others,Others
670,GSPL.NS,Gujarat State Petronet Limited,Oil Gas & Consumable Fuels,Oil Gas & Consumable Fuels
671,GSS.NS,GSS Infotech Limited,Others,Others
672,GTECJAINX.NS,G-TEC JAINX EDUCATION LIMITED,Others,Others
673,GTL.NS,GTL Limited,Others,Others
674,GTLINFRA.NS,GTL Infrastructure Limited,Others,Others
675,GTPL.NS,GTPL Hathway Limited,Others,Others
676,GUFICBIO.NS,Gufic Biosciences Limited,Healthcare,Healthcare
677,GUJALKALI.NS,Gujarat Alkalies and Chemicals Limited,Chemicals,Chemicals
678,GUJAPOLLO.NS,Gujarat Apollo Industries Limited,Others,Others
679,GUJGASLTD.NS,Gujarat Gas Limited,Oil Gas & Consumable Fuels,Oil Gas & Consumable Fuels
680,GUJRAFFIA.NS,Gujarat Raffia Industries Limited,Others,Others
681,GULFOILLUB.NS,Gulf Oil Lubricants India Limited,Oil Gas & Consumable Fuels,Oil Gas & Consumable Fuels
682,GULFPETRO.NS,GP Petroleums Limited,Others,Others
